Returns
23.0
33.0
22.0
23.0
53.0
24.0
33.0
27.0
21.0
24.0
58.0
17.0
31.0
32.0
79.0
20.0
23.0
27.0
22.0
61.0
50.0
49.0
156.0
35.0
22.0
37.0
61.0
55.0
185.0
33.0
133.0
87.0
46.0
67.0
80.0
66.0
203.0
37.0
96.0
44.0
84.0
85.0
130.0
62.0
36.0
53.0
38.0
107.0
62.0
64.0
43.0
75.0
115.0
42.0
76.0
115.0
100.0
78.0
111.0
145.0
278.0
114.0
107.0
176.0
65.0
137.0
129.0
217.0
361.0
201.0
150.0
140.0
160.0
25.0
140.0
150.0
156.0
153.0
184.0
72.0
191.0
204.0
132.0
171.0
202.0
114.0
167.0
102.0
117.0
80.0
128.0
112.0
121.0
190.0
102.0
100.0
99.0
124.0
111.0
90.0
86.0
96.0
95.0
76.0
100.0
87.0
131.0
145.0
273.0
61.0
105.0
195.0
83.0
218.0
211.0
195.0
316.0
280.0
215.0
207.0
323.0
303.0
111.0
241.0
160.0
148.0
110.0
332.0
152.0
284.0
121.0
246.0
275.0
426.0
238.0
386.0
150.0
286.0
234.0
308.0
247.0
339.0
223.0
169.0
191.0
182.0
162.0
176.0
46.0
142.0
